GSMID,UID,Name,GSEID,GEO Sample Description
GSM337227,D000000,Control,GSE13355,Individual_5256_NN_sample|skin_tissue|normal skin from controls
GSM337228,D000000,Control,GSE13355,Individual_5257_NN_sample|skin_tissue|normal skin from controls
GSM337229,D000000,Control,GSE13355,Individual_5281_NN_sample|skin_tissue|normal skin from controls
GSM337230,D000000,Control,GSE13355,Individual_5292_NN_sample|skin_tissue|normal skin from controls
GSM337231,D000000,Control,GSE13355,Individual_5293_NN_sample|skin_tissue|normal skin from controls
GSM337232,D000000,Control,GSE13355,Individual_5295_NN_sample|skin_tissue|normal skin from controls
GSM337233,D000000,Control,GSE13355,Individual_5305_NN_sample|skin_tissue|normal skin from controls
GSM337234,D000000,Control,GSE13355,Individual_5324_NN_sample|skin_tissue|normal skin from controls
GSM337235,D000000,Control,GSE13355,Individual_5346_NN_sample|skin_tissue|normal skin from controls
GSM337236,D000000,Control,GSE13355,Individual_4124_NN_sample|skin_tissue|normal skin from controls
GSM337237,D000000,Control,GSE13355,Individual_4378_NN_sample|skin_tissue|normal skin from controls
GSM337238,D000000,Control,GSE13355,Individual_4607_NN_sample|skin_tissue|normal skin from controls
GSM337239,D000000,Control,GSE13355,Individual_4618_NN_sample|skin_tissue|normal skin from controls
GSM337240,D000000,Control,GSE13355,Individual_4641_NN_sample|skin_tissue|normal skin from controls
GSM337241,D000000,Control,GSE13355,Individual_4649_NN_sample|skin_tissue|normal skin from controls
GSM337242,D000000,Control,GSE13355,Individual_4708_NN_sample|skin_tissue|normal skin from controls
GSM337243,D000000,Control,GSE13355,Individual_4778_NN_sample|skin_tissue|normal skin from controls
GSM337244,D000000,Control,GSE13355,Individual_4874_NN_sample|skin_tissue|normal skin from controls
GSM337245,D000000,Control,GSE13355,Individual_4968_NN_sample|skin_tissue|normal skin from controls
GSM337246,D000000,Control,GSE13355,Individual_4977_NN_sample|skin_tissue|normal skin from controls
GSM337247,D000000,Control,GSE13355,Individual_4990_NN_sample|skin_tissue|normal skin from controls
GSM337248,D000000,Control,GSE13355,Individual_5575_NN_sample|skin_tissue|normal skin from controls
GSM337249,D000000,Control,GSE13355,Individual_5579_NN_sample|skin_tissue|normal skin from controls
GSM337250,D000000,Control,GSE13355,Individual_5660_NN_sample|skin_tissue|normal skin from controls
GSM337251,D000000,Control,GSE13355,Individual_5749_NN_sample|skin_tissue|normal skin from controls
GSM337252,D000000,Control,GSE13355,Individual_5815_NN_sample|skin_tissue|normal skin from controls
GSM337253,D000000,Control,GSE13355,Individual_5839_NN_sample|skin_tissue|normal skin from controls
GSM337254,D000000,Control,GSE13355,Individual_5844_NN_sample|skin_tissue|normal skin from controls
GSM337255,D000000,Control,GSE13355,Individual_5883_NN_sample|skin_tissue|normal skin from controls
GSM337256,D000000,Control,GSE13355,Individual_5905_NN_sample|skin_tissue|normal skin from controls
GSM337257,D000000,Control,GSE13355,Individual_5919_NN_sample|skin_tissue|normal skin from controls
GSM337258,D000000,Control,GSE13355,Individual_5935_NN_sample|skin_tissue|normal skin from controls
GSM337259,D000000,Control,GSE13355,Individual_5936_NN_sample|skin_tissue|normal skin from controls
GSM337260,D000000,Control,GSE13355,Individual_5942_NN_sample|skin_tissue|normal skin from controls
GSM337261,D000000,Control,GSE13355,Individual_582_PN_sample|skin_tissue|uninvolved skin from cases
GSM337262,D000000,Control,GSE13355,Individual_649_PN_sample|skin_tissue|uninvolved skin from cases
GSM337263,D000000,Control,GSE13355,Individual_3059_PN_sample|skin_tissue|uninvolved skin from cases
GSM337264,D000000,Control,GSE13355,Individual_4136_PN_sample|skin_tissue|uninvolved skin from cases
GSM337265,D000000,Control,GSE13355,Individual_4162_PN_sample|skin_tissue|uninvolved skin from cases
GSM337266,D000000,Control,GSE13355,Individual_4164_PN_sample|skin_tissue|uninvolved skin from cases
GSM337267,D000000,Control,GSE13355,Individual_4165_PN_sample|skin_tissue|uninvolved skin from cases
GSM337268,D000000,Control,GSE13355,Individual_4177_PN_sample|skin_tissue|uninvolved skin from cases
GSM337269,D000000,Control,GSE13355,Individual_4216_PN_sample|skin_tissue|uninvolved skin from cases
GSM337270,D000000,Control,GSE13355,Individual_4247_PN_sample|skin_tissue|uninvolved skin from cases
GSM337271,D000000,Control,GSE13355,Individual_4269_PN_sample|skin_tissue|uninvolved skin from cases
GSM337272,D000000,Control,GSE13355,Individual_4298_PN_sample|skin_tissue|uninvolved skin from cases
GSM337273,D000000,Control,GSE13355,Individual_4339_PN_sample|skin_tissue|uninvolved skin from cases
GSM337274,D000000,Control,GSE13355,Individual_4362_PN_sample|skin_tissue|uninvolved skin from cases
GSM337275,D000000,Control,GSE13355,Individual_4397_PN_sample|skin_tissue|uninvolved skin from cases
GSM337276,D000000,Control,GSE13355,Individual_4426_PN_sample|skin_tissue|uninvolved skin from cases
GSM337277,D000000,Control,GSE13355,Individual_4505_PN_sample|skin_tissue|uninvolved skin from cases
GSM337278,D000000,Control,GSE13355,Individual_4697_PN_sample|skin_tissue|uninvolved skin from cases
GSM337279,D000000,Control,GSE13355,Individual_4934_PN_sample|skin_tissue|uninvolved skin from cases
GSM337280,D000000,Control,GSE13355,Individual_5242_PN_sample|skin_tissue|uninvolved skin from cases
GSM337281,D000000,Control,GSE13355,Individual_777_PN_sample|skin_tissue|uninvolved skin from cases
GSM337282,D000000,Control,GSE13355,Individual_3171_PN_sample|skin_tissue|uninvolved skin from cases
GSM337283,D000000,Control,GSE13355,Individual_3690_PN_sample|skin_tissue|uninvolved skin from cases
GSM337284,D000000,Control,GSE13355,Individual_4208_PN_sample|skin_tissue|uninvolved skin from cases
GSM337285,D000000,Control,GSE13355,Individual_4163_PN_sample|skin_tissue|uninvolved skin from cases
GSM337286,D000000,Control,GSE13355,Individual_4257_PN_sample|skin_tissue|uninvolved skin from cases
GSM337287,D000000,Control,GSE13355,Individual_4284_PN_sample|skin_tissue|uninvolved skin from cases
GSM337288,D000000,Control,GSE13355,Individual_4294_PN_sample|skin_tissue|uninvolved skin from cases
GSM337289,D000000,Control,GSE13355,Individual_4334_PN_sample|skin_tissue|uninvolved skin from cases
GSM337290,D000000,Control,GSE13355,Individual_4368_PN_sample|skin_tissue|uninvolved skin from cases
GSM337291,D000000,Control,GSE13355,Individual_4389_PN_sample|skin_tissue|uninvolved skin from cases
GSM337292,D000000,Control,GSE13355,Individual_4609_PN_sample|skin_tissue|uninvolved skin from cases
GSM337293,D000000,Control,GSE13355,Individual_4616_PN_sample|skin_tissue|uninvolved skin from cases
GSM337294,D000000,Control,GSE13355,Individual_4688_PN_sample|skin_tissue|uninvolved skin from cases
GSM337295,D000000,Control,GSE13355,Individual_5177_PN_sample|skin_tissue|uninvolved skin from cases
GSM337296,D000000,Control,GSE13355,Individual_5258_PN_sample|skin_tissue|uninvolved skin from cases
GSM337297,D000000,Control,GSE13355,Individual_5325_PN_sample|skin_tissue|uninvolved skin from cases
GSM337298,D000000,Control,GSE13355,Individual_5331_PN_sample|skin_tissue|uninvolved skin from cases
GSM337299,D000000,Control,GSE13355,Individual_5414_PN_sample|skin_tissue|uninvolved skin from cases
GSM337300,D000000,Control,GSE13355,Individual_511_PN_sample|skin_tissue|uninvolved skin from cases
GSM337301,D000000,Control,GSE13355,Individual_953_PN_sample|skin_tissue|uninvolved skin from cases
GSM337302,D000000,Control,GSE13355,Individual_3140_PN_sample|skin_tissue|uninvolved skin from cases
GSM337303,D000000,Control,GSE13355,Individual_3586_PN_sample|skin_tissue|uninvolved skin from cases
GSM337304,D000000,Control,GSE13355,Individual_3591_PN_sample|skin_tissue|uninvolved skin from cases
GSM337305,D000000,Control,GSE13355,Individual_3777_PN_sample|skin_tissue|uninvolved skin from cases
GSM337306,D000000,Control,GSE13355,Individual_3822_PN_sample|skin_tissue|uninvolved skin from cases
GSM337307,D000000,Control,GSE13355,Individual_3937_PN_sample|skin_tissue|uninvolved skin from cases
GSM337308,D000000,Control,GSE13355,Individual_3983_PN_sample|skin_tissue|uninvolved skin from cases
GSM337309,D000000,Control,GSE13355,Individual_3992_PN_sample|skin_tissue|uninvolved skin from cases
GSM337310,D000000,Control,GSE13355,Individual_4079_PN_sample|skin_tissue|uninvolved skin from cases
GSM337311,D000000,Control,GSE13355,Individual_4089_PN_sample|skin_tissue|uninvolved skin from cases
GSM337312,D000000,Control,GSE13355,Individual_4093_PN_sample|skin_tissue|uninvolved skin from cases
GSM337313,D000000,Control,GSE13355,Individual_4160_PN_sample|skin_tissue|uninvolved skin from cases
GSM337314,D000000,Control,GSE13355,Individual_4213_PN_sample|skin_tissue|uninvolved skin from cases
GSM337315,D000000,Control,GSE13355,Individual_4344_PN_sample|skin_tissue|uninvolved skin from cases
GSM337316,D000000,Control,GSE13355,Individual_4356_PN_sample|skin_tissue|uninvolved skin from cases
GSM337317,D000000,Control,GSE13355,Individual_4503_PN_sample|skin_tissue|uninvolved skin from cases
GSM337318,D000000,Control,GSE13355,Individual_5849_PN_sample|skin_tissue|uninvolved skin from cases
GSM337319,D011565,Psoriasis,GSE13355,Individual_582_PP_sample|skin_tissue|involved skin from cases
GSM337320,D011565,Psoriasis,GSE13355,Individual_649_PP_sample|skin_tissue|involved skin from cases
GSM337321,D011565,Psoriasis,GSE13355,Individual_3059_PP_sample|skin_tissue|involved skin from cases
GSM337322,D011565,Psoriasis,GSE13355,Individual_4136_PP_sample|skin_tissue|involved skin from cases
GSM337323,D011565,Psoriasis,GSE13355,Individual_4162_PP_sample|skin_tissue|involved skin from cases
GSM337324,D011565,Psoriasis,GSE13355,Individual_4164_PP_sample|skin_tissue|involved skin from cases
GSM337325,D011565,Psoriasis,GSE13355,Individual_4165_PP_sample|skin_tissue|involved skin from cases
GSM337326,D011565,Psoriasis,GSE13355,Individual_4177_PP_sample|skin_tissue|involved skin from cases
GSM337327,D011565,Psoriasis,GSE13355,Individual_4216_PP_sample|skin_tissue|involved skin from cases
GSM337328,D011565,Psoriasis,GSE13355,Individual_4247_PP_sample|skin_tissue|involved skin from cases
GSM337329,D011565,Psoriasis,GSE13355,Individual_4269_PP_sample|skin_tissue|involved skin from cases
GSM337330,D011565,Psoriasis,GSE13355,Individual_4298_PP_sample|skin_tissue|involved skin from cases
GSM337331,D011565,Psoriasis,GSE13355,Individual_4339_PP_sample|skin_tissue|involved skin from cases
GSM337332,D011565,Psoriasis,GSE13355,Individual_4362_PP_sample|skin_tissue|involved skin from cases
GSM337333,D011565,Psoriasis,GSE13355,Individual_4397_PP_sample|skin_tissue|involved skin from cases
GSM337334,D011565,Psoriasis,GSE13355,Individual_4426_PP_sample|skin_tissue|involved skin from cases
GSM337335,D011565,Psoriasis,GSE13355,Individual_4505_PP_sample|skin_tissue|involved skin from cases
GSM337336,D011565,Psoriasis,GSE13355,Individual_4697_PP_sample|skin_tissue|involved skin from cases
GSM337337,D011565,Psoriasis,GSE13355,Individual_4934_PP_sample|skin_tissue|involved skin from cases
GSM337338,D011565,Psoriasis,GSE13355,Individual_5242_PP_sample|skin_tissue|involved skin from cases
GSM337339,D011565,Psoriasis,GSE13355,Individual_777_PP_sample|skin_tissue|involved skin from cases
GSM337340,D011565,Psoriasis,GSE13355,Individual_3171_PP_sample|skin_tissue|involved skin from cases
GSM337341,D011565,Psoriasis,GSE13355,Individual_3690_PP_sample|skin_tissue|involved skin from cases
GSM337342,D011565,Psoriasis,GSE13355,Individual_4208_PP_sample|skin_tissue|involved skin from cases
GSM337343,D011565,Psoriasis,GSE13355,Individual_4163_PP_sample|skin_tissue|involved skin from cases
GSM337344,D011565,Psoriasis,GSE13355,Individual_4257_PP_sample|skin_tissue|involved skin from cases
GSM337345,D011565,Psoriasis,GSE13355,Individual_4284_PP_sample|skin_tissue|involved skin from cases
GSM337346,D011565,Psoriasis,GSE13355,Individual_4294_PP_sample|skin_tissue|involved skin from cases
GSM337347,D011565,Psoriasis,GSE13355,Individual_4334_PP_sample|skin_tissue|involved skin from cases
GSM337348,D011565,Psoriasis,GSE13355,Individual_4368_PP_sample|skin_tissue|involved skin from cases
GSM337349,D011565,Psoriasis,GSE13355,Individual_4389_PP_sample|skin_tissue|involved skin from cases
GSM337350,D011565,Psoriasis,GSE13355,Individual_4609_PP_sample|skin_tissue|involved skin from cases
GSM337351,D011565,Psoriasis,GSE13355,Individual_4616_PP_sample|skin_tissue|involved skin from cases
GSM337352,D011565,Psoriasis,GSE13355,Individual_4688_PP_sample|skin_tissue|involved skin from cases
GSM337353,D011565,Psoriasis,GSE13355,Individual_5177_PP_sample|skin_tissue|involved skin from cases
GSM337354,D011565,Psoriasis,GSE13355,Individual_5258_PP_sample|skin_tissue|involved skin from cases
GSM337355,D011565,Psoriasis,GSE13355,Individual_5325_PP_sample|skin_tissue|involved skin from cases
GSM337356,D011565,Psoriasis,GSE13355,Individual_5331_PP_sample|skin_tissue|involved skin from cases
GSM337357,D011565,Psoriasis,GSE13355,Individual_5414_PP_sample|skin_tissue|involved skin from cases
GSM337358,D011565,Psoriasis,GSE13355,Individual_511_PP_sample|skin_tissue|involved skin from cases
GSM337359,D011565,Psoriasis,GSE13355,Individual_953_PP_sample|skin_tissue|involved skin from cases
GSM337360,D011565,Psoriasis,GSE13355,Individual_3140_PP_sample|skin_tissue|involved skin from cases
GSM337361,D011565,Psoriasis,GSE13355,Individual_3586_PP_sample|skin_tissue|involved skin from cases
GSM337362,D011565,Psoriasis,GSE13355,Individual_3591_PP_sample|skin_tissue|involved skin from cases
GSM337363,D011565,Psoriasis,GSE13355,Individual_3777_PP_sample|skin_tissue|involved skin from cases
GSM337364,D011565,Psoriasis,GSE13355,Individual_3822_PP_sample|skin_tissue|involved skin from cases
GSM337365,D011565,Psoriasis,GSE13355,Individual_3937_PP_sample|skin_tissue|involved skin from cases
GSM337366,D011565,Psoriasis,GSE13355,Individual_3983_PP_sample|skin_tissue|involved skin from cases
GSM337367,D011565,Psoriasis,GSE13355,Individual_3992_PP_sample|skin_tissue|involved skin from cases
GSM337368,D011565,Psoriasis,GSE13355,Individual_4079_PP_sample|skin_tissue|involved skin from cases
GSM337369,D011565,Psoriasis,GSE13355,Individual_4089_PP_sample|skin_tissue|involved skin from cases
GSM337370,D011565,Psoriasis,GSE13355,Individual_4093_PP_sample|skin_tissue|involved skin from cases
GSM337371,D011565,Psoriasis,GSE13355,Individual_4160_PP_sample|skin_tissue|involved skin from cases
GSM337372,D011565,Psoriasis,GSE13355,Individual_4213_PP_sample|skin_tissue|involved skin from cases
GSM337373,D011565,Psoriasis,GSE13355,Individual_4344_PP_sample|skin_tissue|involved skin from cases
GSM337374,D011565,Psoriasis,GSE13355,Individual_4356_PP_sample|skin_tissue|involved skin from cases
GSM337375,D011565,Psoriasis,GSE13355,Individual_4503_PP_sample|skin_tissue|involved skin from cases
GSM337376,D011565,Psoriasis,GSE13355,Individual_5849_PP_sample|skin_tissue|involved skin from cases
GSM337490,D003093,"Colitis, Ulcerative",GSE13367,"Patient 1, biopsy; UC inflamed|Biopsy from human colonic mucosa|UC inflamed"
GSM337491,D003093,"Colitis, Ulcerative",GSE13367,"Patient 2, biopsy; UC non-inflamed|Biopsy from human colonic mucosa|UC non-inflamed"
GSM337492,D000000,Control,GSE13367,"Patient 3, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337493,D046729,"Colitis, Collagenous",GSE13367,"Patient 4, biopsy; Collagen colitis (excluded)|Biopsy from human colonic mucosa|Collagen colitis (excluded)"
GSM337494,D003093,"Colitis, Ulcerative",GSE13367,"Patient 5, biopsy; UC inflamed|Biopsy from human colonic mucosa|UC inflamed"
GSM337495,D003093,"Colitis, Ulcerative",GSE13367,"Patient 6, biopsy; UC inflamed|Biopsy from human colonic mucosa|UC inflamed"
GSM337496,D003093,"Colitis, Ulcerative",GSE13367,"Patient 7, biopsy; UC inflamed|Biopsy from human colonic mucosa|UC inflamed"
GSM337497,D003093,"Colitis, Ulcerative",GSE13367,"Patient 8, biopsy; UC non-inflamed|Biopsy from human colonic mucosa|UC non-inflamed"
GSM337498,D000000,Control,GSE13367,"Patient 9, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337499,D003093,"Colitis, Ulcerative",GSE13367,"Patient 10, biopsy; UC non-inflamed|Biopsy from human colonic mucosa|UC non-inflamed"
GSM337500,D003093,"Colitis, Ulcerative",GSE13367,"Patient 11, biopsy; UC inflamed|Biopsy from human colonic mucosa|UC inflamed"
GSM337501,D000000,Control,GSE13367,"Patient 12, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337502,D000000,Control,GSE13367,"Patient 13, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337503,D003093,"Colitis, Ulcerative",GSE13367,"Patient 14, biopsy; UC inflamed|Biopsy from human colonic mucosa|UC inflamed"
GSM337504,D000000,Control,GSE13367,"Patient 15, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337505,D000000,Control,GSE13367,"Patient 16, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337506,D003093,"Colitis, Ulcerative",GSE13367,"Patient 17, biopsy; UC non-inflamed|Biopsy from human colonic mucosa|UC non-inflamed"
GSM337507,D003093,"Colitis, Ulcerative",GSE13367,"Patient 18, biopsy; UC non-inflamed|Biopsy from human colonic mucosa|UC non-inflamed"
GSM337508,D003093,"Colitis, Ulcerative",GSE13367,"Patient 19, biopsy; UC non-inflamed|Biopsy from human colonic mucosa|UC non-inflamed"
GSM337509,D000000,Control,GSE13367,"Patient 20, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337510,D003093,"Colitis, Ulcerative",GSE13367,"Patient 21, biopsy; UC non-inflamed|Biopsy from human colonic mucosa|UC non-inflamed"
GSM337511,D000000,Control,GSE13367,"Patient 22, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337512,D000000,Control,GSE13367,"Patient 23, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337513,D003093,"Colitis, Ulcerative",GSE13367,"Patient 24, biopsy; UC inflamed|Biopsy from human colonic mucosa|UC inflamed"
GSM337514,D003093,"Colitis, Ulcerative",GSE13367,"Patient 25, biopsy; UC non-inflamed|Biopsy from human colonic mucosa|UC non-inflamed"
GSM337515,D003093,"Colitis, Ulcerative",GSE13367,"Patient 26, biopsy; UC inflamed|Biopsy from human colonic mucosa|UC inflamed"
GSM337516,D000000,Control,GSE13367,"Patient 27, biopsy; Control|Biopsy from human colonic mucosa|Control"
GSM337517,D003093,"Colitis, Ulcerative",GSE13367,"Patient 28, biopsy; UC non-inflamed|Biopsy from human colonic mucosa|UC non-inflamed"
GSM337518,D003093,"Colitis, Ulcerative",GSE13367,"Patient 1, colonocytes; UC inflamed|Colonocytes from human colonic mucosa|UC inflamed"
GSM337519,D003093,"Colitis, Ulcerative",GSE13367,"Patient 2, colonocytes; UC non-inflamed|Colonocytes from human colonic mucosa|UC non-inflamed"
GSM337520,D000000,Control,GSE13367,"Patient 3, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337521,D046729,"Colitis, Collagenous",GSE13367,"Patient 4, colonocytes; Collagen colitis (excluded)|Colonocytes from human colonic mucosa|Collagen colitis (excluded)"
GSM337522,D003093,"Colitis, Ulcerative",GSE13367,"Patient 5, colonocytes; UC inflamed|Colonocytes from human colonic mucosa|UC inflamed"
GSM337523,D003093,"Colitis, Ulcerative",GSE13367,"Patient 6, colonocytes; UC inflamed|Colonocytes from human colonic mucosa|UC inflamed"
GSM337524,D003093,"Colitis, Ulcerative",GSE13367,"Patient 7, colonocytes; UC inflamed|Colonocytes from human colonic mucosa|UC inflamed"
GSM337525,D003093,"Colitis, Ulcerative",GSE13367,"Patient 8, colonocytes; UC non-inflamed|Colonocytes from human colonic mucosa|UC non-inflamed"
GSM337526,D000000,Control,GSE13367,"Patient 9, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337527,D003093,"Colitis, Ulcerative",GSE13367,"Patient 10, colonocytes; UC non-inflamed|Colonocytes from human colonic mucosa|UC non-inflamed"
GSM337528,D003093,"Colitis, Ulcerative",GSE13367,"Patient 11, colonocytes; UC inflamed|Colonocytes from human colonic mucosa|UC inflamed"
GSM337529,D000000,Control,GSE13367,"Patient 12, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337530,D000000,Control,GSE13367,"Patient 13, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337531,D003093,"Colitis, Ulcerative",GSE13367,"Patient 14, colonocytes; UC inflamed|Colonocytes from human colonic mucosa|UC inflamed"
GSM337532,D000000,Control,GSE13367,"Patient 15, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337533,D000000,Control,GSE13367,"Patient 16, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337534,D003093,"Colitis, Ulcerative",GSE13367,"Patient 17, colonocytes; UC non-inflamed|Colonocytes from human colonic mucosa|UC non-inflamed"
GSM337535,D003093,"Colitis, Ulcerative",GSE13367,"Patient 18, colonocytes; UC non-inflamed|Colonocytes from human colonic mucosa|UC non-inflamed"
GSM337536,D003093,"Colitis, Ulcerative",GSE13367,"Patient 19, colonocytes; UC non-inflamed|Colonocytes from human colonic mucosa|UC non-inflamed"
GSM337537,D000000,Control,GSE13367,"Patient 20, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337538,D003093,"Colitis, Ulcerative",GSE13367,"Patient 21, colonocytes; UC non-inflamed|Colonocytes from human colonic mucosa|UC non-inflamed"
GSM337539,D000000,Control,GSE13367,"Patient 22, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337540,D000000,Control,GSE13367,"Patient 23, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337541,D003093,"Colitis, Ulcerative",GSE13367,"Patient 24, colonocytes; UC inflamed|Colonocytes from human colonic mucosa|UC inflamed"
GSM337542,D003093,"Colitis, Ulcerative",GSE13367,"Patient 25, colonocytes; UC non-inflamed|Colonocytes from human colonic mucosa|UC non-inflamed"
GSM337543,D003093,"Colitis, Ulcerative",GSE13367,"Patient 26, colonocytes; UC inflamed|Colonocytes from human colonic mucosa|UC inflamed"
GSM337544,D000000,Control,GSE13367,"Patient 27, colonocytes; Control|Colonocytes from human colonic mucosa|Control"
GSM337545,D003093,"Colitis, Ulcerative",GSE13367,"Patient 28, colonocytes; UC non-inflamed|Colonocytes from human colonic mucosa|UC non-inflamed"
GSM338412,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_5_Array_1|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 5
GSM338413,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_5_Array_2|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 5
GSM338963,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_6_Array_1|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 6
GSM338964,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_6_Array_2|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 6
GSM338965,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_3_Array_1|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 3
GSM338966,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_3_Array_2|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 3
GSM338967,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_7_Array_1|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 7
GSM338968,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_7_Array_2|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 7
GSM338969,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_1_Array_1|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 1
GSM338970,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_1_Array_2|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 1
GSM338971,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_2_Array_1|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 2
GSM338972,D018234,"Sarcoma, Alveolar Soft Part",GSE13433,ASPS_Patient_2_Array_2|ASPS Tumor|Confirmed primary or metastatic ASPS|Patient 2
GSM340184,D000000,Control,GSE13501|GSE13849|GSE21521,01L4G_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: LT6|ttf: 80min|race: White|sex: Female
GSM340185,D000000,Control,GSE13501|GSE13849|GSE21521,01L4J_CTRL|CTRL|Peripheral blood mononuclear cells|TTF=65min|Race=White|Sex=Female
GSM340186,D000000,Control,GSE13501|GSE13849|GSE21521,01L4M_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 90min|race: White|sex: Male
GSM340187,D000000,Control,GSE13501|GSE13849|GSE21521,01L4N_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 80min|race: White|sex: Female
GSM340188,D000000,Control,GSE13501|GSE13849,01LKM_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: LT6|ttf: 100min|race: White|sex: Female
GSM340189,D000000,Control,GSE13501|GSE13849|GSE21521,01LKT_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 85min|race: White|sex: Female
GSM340190,D000000,Control,GSE13501|GSE13849|GSE21521,01LKV_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: LT6|ttf: 90min|race: White|sex: Female
GSM340191,D000000,Control,GSE13501|GSE13849|GSE21521,01LLB_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 100min|race: White|sex: Male
GSM340192,D000000,Control,GSE13501|GSE13849|GSE21521,01LLR_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 100min|race: White|sex: Female
GSM340193,D000000,Control,GSE13501|GSE13849|GSE21521,01LLX_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 140min|race: White|sex: Female
GSM340194,D000000,Control,GSE13501|GSE13849|GSE21521,01LNH_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 145min|race: White|sex: Female
GSM340195,D000000,Control,GSE13501|GSE13849|GSE21521,01LNJ_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 97min|race: White|sex: Female
GSM340196,D000000,Control,GSE13501|GSE13849|GSE21521,01LNK_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 105min|race: White|sex: Female
GSM340197,D000000,Control,GSE13501|GSE13849|GSE21521,01LNL_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 140min|race: White|sex: Male
GSM340198,D000000,Control,GSE13501|GSE13849|GSE21521,01LNM_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: GTE6|ttf: 130min|race: White|sex: Male
GSM340199,D000000,Control,GSE13501|GSE13849|GSE21521,01LQD_CTRL|CTRL|cell type: Peripheral blood mononuclear cells|original diagnosis: healthy control|age_at_onset: LT6|ttf: 82min|race: White|sex: Male
